generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,43.240002,9.980000,0.176353,0.151232,0.367696
500,43.340000,11.900000,0.087395,0.126077,0.460065
1000,44.020000,12.280000,0.048860,0.111192,0.488627
1500,39.080002,12.600000,0.025397,0.101949,0.504966
2000,45.860001,12.480000,0.016026,0.107517,0.503876
2500,40.619999,12.060000,0.006633,0.095900,0.489073
3000,37.700001,11.980000,0.003339,0.102887,0.479433
3500,41.480000,11.680000,0.000000,0.108517,0.464264
4000,46.060001,12.020000,0.000000,0.099564,0.492464
4500,41.040001,12.020000,0.000000,0.100393,0.491539
5000,34.700001,12.120000,0.000000,0.115815,0.489616
