generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,27.180000,39.340000,0.796136,0.055648,0.966465
500,39.599998,29.360000,0.623978,0.075511,0.825649
1000,33.439999,22.800000,0.480702,0.090598,0.706417
1500,45.840000,18.100000,0.366851,0.100341,0.599411
2000,42.480000,15.900000,0.254088,0.104691,0.565224
2500,36.459999,14.820000,0.178138,0.102438,0.549773
3000,40.880001,14.260000,0.143058,0.105385,0.536853
3500,33.560001,13.600000,0.097059,0.101614,0.532591
4000,39.200001,13.280000,0.066265,0.105960,0.522388
4500,37.000000,12.700000,0.047244,0.108601,0.504443
5000,42.380001,12.680000,0.031546,0.100067,0.505583
