generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,41.340000,34.480000,0.706497,0.062225,0.911159
500,33.720001,25.940000,0.556669,0.083023,0.764341
1000,35.160000,20.660000,0.410455,0.092689,0.667021
1500,40.180000,17.460000,0.318442,0.104855,0.607697
2000,34.660000,15.260000,0.225426,0.108349,0.549701
2500,37.279999,13.460000,0.148588,0.110018,0.502573
3000,41.020000,13.440000,0.086310,0.109098,0.528354
3500,37.959999,13.240000,0.054381,0.098773,0.520676
4000,46.480000,12.580000,0.050874,0.102060,0.502670
4500,44.480000,12.640000,0.044304,0.104049,0.505654
5000,44.540001,12.580000,0.022258,0.104249,0.502480
