generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,44.840000,29.280000,0.596995,0.072754,0.837581
500,34.200001,23.220000,0.472007,0.088048,0.720948
1000,42.400002,18.520000,0.360691,0.100309,0.620269
1500,46.200001,16.720000,0.258373,0.100691,0.595106
2000,33.720001,15.200000,0.194737,0.111833,0.563009
2500,37.880001,14.020000,0.145506,0.109173,0.530466
3000,38.360001,13.680000,0.093567,0.100506,0.526985
3500,37.360001,12.560000,0.076433,0.108099,0.495638
4000,37.439999,12.480000,0.044872,0.100501,0.499656
4500,41.139999,12.600000,0.028571,0.097438,0.504111
5000,35.840000,12.480000,0.016026,0.107780,0.500904
