generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,43.800000,11.680000,0.284247,0.146605,0.404916
500,37.040000,12.800000,0.150000,0.120153,0.480122
1000,43.260000,12.820000,0.090484,0.095518,0.503183
1500,42.260000,12.800000,0.046875,0.103419,0.516377
2000,39.760000,12.840000,0.028037,0.104932,0.515864
2500,44.100000,12.960000,0.021605,0.099368,0.514045
3000,42.680000,12.240000,0.016340,0.108653,0.494574
3500,39.560000,12.480000,0.009615,0.093456,0.506978
4000,48.240000,11.920000,0.003356,0.083536,0.497249
4500,41.120000,12.060000,0.003317,0.105699,0.492225
5000,39.020000,12.520000,0.000000,0.105297,0.505038
