generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,41.120000,11.240000,0.238434,0.147483,0.411338
500,34.460000,12.840000,0.137072,0.119582,0.482346
1000,40.640000,12.940000,0.086553,0.112653,0.497789
1500,41.400000,12.660000,0.050553,0.105757,0.501545
2000,40.120000,12.760000,0.025078,0.096022,0.522301
2500,40.880000,12.780000,0.012520,0.103067,0.518206
3000,40.000000,12.660000,0.012638,0.107923,0.515947
3500,39.980000,12.720000,0.012579,0.098293,0.509361
4000,37.060000,12.620000,0.006339,0.108667,0.516732
4500,34.240000,12.040000,0.003322,0.112161,0.496051
5000,40.180000,11.320000,0.000000,0.113347,0.464937
