generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,40.380000,11.280000,0.248227,0.150717,0.401755
500,38.660000,12.060000,0.152570,0.126192,0.463912
1000,31.020000,12.580000,0.108108,0.117608,0.485221
1500,34.280000,12.700000,0.059843,0.107930,0.501375
2000,39.260000,12.480000,0.035256,0.105109,0.503123
2500,41.740000,13.000000,0.024615,0.100404,0.528227
3000,32.020000,12.360000,0.025890,0.106674,0.501644
3500,34.960000,12.280000,0.016287,0.094469,0.498660
4000,36.060000,12.580000,0.009539,0.108852,0.504299
4500,40.080000,12.140000,0.009885,0.119071,0.490267
5000,40.140000,12.420000,0.006441,0.103283,0.505636
