generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,34.420000,11.740000,0.262351,0.136096,0.419120
500,37.480000,13.100000,0.134351,0.115275,0.499932
1000,30.240000,12.820000,0.084243,0.115492,0.503979
1500,38.460000,12.680000,0.047319,0.107252,0.505766
2000,32.820000,12.880000,0.031056,0.108470,0.518342
2500,30.500000,12.440000,0.022508,0.109239,0.504888
3000,34.480000,11.860000,0.010118,0.119362,0.478597
3500,39.900000,12.120000,0.003300,0.091822,0.486481
4000,36.240000,12.380000,0.003231,0.096522,0.501341
4500,39.980000,12.240000,0.003268,0.091854,0.501232
5000,40.640000,11.620000,0.003442,0.124186,0.466207
