generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,39.720000,11.900000,0.255462,0.135788,0.413215
500,38.460000,12.800000,0.146875,0.118422,0.476623
1000,31.440000,12.680000,0.082019,0.112723,0.493066
1500,45.500000,12.420000,0.057971,0.122628,0.491567
2000,42.980000,12.240000,0.032680,0.102551,0.487695
2500,40.960000,12.060000,0.019900,0.117564,0.482540
3000,43.040000,12.100000,0.016529,0.106519,0.490798
3500,38.120000,11.920000,0.006711,0.106283,0.491098
4000,28.000000,12.000000,0.006667,0.090883,0.488313
4500,44.660000,12.260000,0.000000,0.099996,0.499796
5000,40.860000,11.960000,0.000000,0.094447,0.483788
