generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,37.820000,12.440000,0.244373,0.131309,0.437602
500,34.500000,13.240000,0.126888,0.116174,0.506385
1000,43.760000,12.900000,0.074419,0.103803,0.501094
1500,34.980000,12.440000,0.048232,0.099143,0.500173
2000,34.660000,12.120000,0.026403,0.105244,0.495272
2500,38.800000,12.140000,0.016474,0.109295,0.490577
3000,41.640000,12.260000,0.009788,0.100302,0.501437
3500,42.240000,12.000000,0.003333,0.107360,0.485518
4000,36.160000,11.540000,0.000000,0.112389,0.461716
4500,39.680000,11.400000,0.000000,0.110728,0.455423
5000,36.960000,11.700000,0.000000,0.109894,0.480090
