generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,37.920000,11.440000,0.227273,0.136747,0.396142
500,35.560000,12.360000,0.116505,0.117018,0.465293
1000,43.460000,13.540000,0.067947,0.101232,0.524739
1500,32.140000,13.400000,0.032836,0.100587,0.532141
2000,42.380000,13.380000,0.017937,0.094656,0.543650
2500,37.540000,12.480000,0.006410,0.107930,0.503253
3000,45.480000,12.140000,0.006590,0.112657,0.492687
3500,40.920000,12.000000,0.000000,0.113615,0.488187
4000,40.980000,12.460000,0.000000,0.100249,0.510500
4500,38.280000,12.280000,0.000000,0.094880,0.492681
5000,39.160000,11.880000,0.000000,0.098353,0.476782
