generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,40.420000,11.440000,0.234266,0.140500,0.411177
500,41.100000,12.740000,0.125589,0.127123,0.486963
1000,41.980000,12.420000,0.080515,0.115018,0.476087
1500,38.320000,12.740000,0.053375,0.102765,0.506211
2000,39.960000,12.580000,0.034976,0.105804,0.502648
2500,33.360000,12.220000,0.019640,0.101699,0.496591
3000,37.660000,12.280000,0.016287,0.096268,0.489437
3500,42.100000,12.120000,0.006601,0.100216,0.491865
4000,40.160000,11.820000,0.006768,0.095068,0.481329
4500,37.580000,11.900000,0.003361,0.109912,0.475373
5000,38.680000,11.840000,0.003378,0.113694,0.497680
