generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,32.260000,12.280000,0.241042,0.131517,0.445082
500,43.240000,13.120000,0.118902,0.108693,0.506522
1000,41.360000,13.200000,0.066667,0.106415,0.516712
1500,32.040000,12.880000,0.040373,0.096290,0.521364
2000,43.520000,12.340000,0.029173,0.108795,0.488884
2500,42.780000,12.300000,0.019512,0.113273,0.502101
3000,39.660000,12.040000,0.006645,0.111449,0.484430
3500,40.380000,11.760000,0.003401,0.104120,0.482614
4000,31.760000,12.280000,0.000000,0.071913,0.507239
4500,36.460000,11.840000,0.000000,0.097983,0.493264
5000,43.940000,12.180000,0.000000,0.092152,0.503385
