generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,43.320000,11.560000,0.197232,0.136039,0.441520
500,40.060000,12.520000,0.121406,0.121071,0.485068
1000,39.800000,12.900000,0.058915,0.104423,0.507569
1500,41.400000,12.460000,0.032103,0.095421,0.492403
2000,42.540000,12.580000,0.019078,0.103316,0.502447
2500,38.180000,12.460000,0.016051,0.105721,0.507708
3000,38.780000,12.380000,0.012924,0.100079,0.502993
3500,43.640000,12.440000,0.009646,0.095742,0.514122
4000,36.740000,12.260000,0.003263,0.089455,0.502924
4500,38.380000,11.780000,0.000000,0.081187,0.497603
5000,38.000000,12.600000,0.000000,0.101427,0.512417
