generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,40.360000,12.360000,0.255663,0.131946,0.435893
500,39.840000,12.940000,0.151468,0.115063,0.488957
1000,40.960000,13.120000,0.085366,0.112873,0.511251
1500,39.760000,12.180000,0.032841,0.108033,0.484918
2000,42.140000,12.320000,0.019481,0.099763,0.499349
2500,38.420000,11.820000,0.010152,0.127237,0.487320
3000,38.040000,12.240000,0.006536,0.079071,0.506081
3500,43.920000,12.400000,0.000000,0.102350,0.501960
4000,41.800000,12.500000,0.000000,0.094813,0.505346
4500,41.480000,12.360000,0.000000,0.105232,0.495724
5000,39.440000,12.200000,0.000000,0.105547,0.500548
