generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,33.660000,11.840000,0.277027,0.147938,0.410076
500,42.740000,12.880000,0.183230,0.129947,0.480411
1000,38.320000,13.000000,0.113846,0.114832,0.494831
1500,41.340000,13.100000,0.061069,0.101331,0.516260
2000,31.180000,12.840000,0.037383,0.100881,0.514055
2500,32.540000,12.320000,0.022727,0.109469,0.500000
3000,42.620000,12.140000,0.013180,0.102577,0.493663
3500,39.900000,12.420000,0.009662,0.092320,0.500634
4000,37.960000,11.940000,0.003350,0.103496,0.487670
4500,40.720000,12.280000,0.000000,0.100087,0.505110
5000,38.880000,12.080000,0.000000,0.111209,0.494566
