generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,41.720000,10.820000,0.207024,0.148546,0.385944
500,44.720000,12.400000,0.112903,0.114965,0.474899
1000,41.400000,11.700000,0.047863,0.112927,0.457895
1500,38.760000,12.160000,0.029605,0.109859,0.497299
2000,39.060000,11.840000,0.016892,0.105034,0.475426
2500,40.920000,11.620000,0.010327,0.102419,0.464228
3000,41.360000,11.920000,0.006711,0.102488,0.486905
3500,38.300000,12.060000,0.003317,0.105349,0.489594
4000,38.740000,12.200000,0.000000,0.086067,0.500617
4500,42.800000,12.020000,0.000000,0.091430,0.491734
5000,36.120000,12.140000,0.000000,0.100217,0.482561
