generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,30.920000,11.800000,0.237288,0.137054,0.435602
500,32.760000,12.340000,0.129660,0.116015,0.479599
1000,40.640000,12.420000,0.083736,0.120613,0.484537
1500,31.260000,13.140000,0.054795,0.104111,0.519764
2000,32.980000,13.220000,0.051437,0.102662,0.527337
2500,37.120000,12.640000,0.028481,0.099111,0.513267
3000,34.660000,12.840000,0.012461,0.103193,0.520552
3500,34.780000,11.860000,0.006745,0.107580,0.478089
4000,36.080000,11.820000,0.003384,0.091452,0.488128
4500,38.580000,11.980000,0.003339,0.106834,0.488911
5000,33.400000,12.720000,0.000000,0.101703,0.512506
