generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,42.660000,11.840000,0.239865,0.134095,0.416792
500,35.140000,12.680000,0.129338,0.117365,0.493385
1000,37.280000,12.680000,0.088328,0.113070,0.497815
1500,39.680000,12.840000,0.049844,0.110610,0.500856
2000,44.040000,12.020000,0.046589,0.114353,0.476113
2500,39.840000,11.820000,0.013536,0.111178,0.476314
3000,40.820000,12.400000,0.009677,0.107004,0.500639
3500,45.300000,11.760000,0.006803,0.116822,0.488010
4000,36.640000,12.020000,0.000000,0.114281,0.487074
4500,41.580000,11.320000,0.000000,0.109542,0.458426
5000,39.000000,12.320000,0.000000,0.100806,0.501786
