generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,44.100000,11.820000,0.253807,0.137544,0.427137
500,44.360000,12.840000,0.137072,0.114761,0.491385
1000,32.720000,13.180000,0.078907,0.109441,0.514247
1500,40.540000,13.140000,0.048706,0.098368,0.521423
2000,37.620000,12.400000,0.032258,0.112067,0.503235
2500,35.840000,12.820000,0.012480,0.091648,0.522815
3000,38.480000,12.480000,0.006410,0.099146,0.502776
3500,36.320000,12.160000,0.000000,0.103966,0.492767
4000,36.500000,12.580000,0.000000,0.102651,0.513245
4500,43.100000,12.440000,0.000000,0.096919,0.512171
5000,37.840000,12.500000,0.000000,0.102857,0.502133
