generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,44.000000,11.800000,0.203390,0.133587,0.420769
500,37.740000,12.900000,0.117829,0.109346,0.492270
1000,37.320000,13.200000,0.057576,0.097477,0.523351
1500,42.100000,12.120000,0.036304,0.111152,0.493902
2000,41.420000,12.220000,0.016367,0.106708,0.492251
2500,36.640000,11.520000,0.006944,0.113031,0.471499
3000,40.560000,12.200000,0.006557,0.107983,0.493871
3500,45.620000,12.540000,0.003190,0.093801,0.503691
4000,39.320000,12.140000,0.000000,0.106220,0.488736
4500,39.980000,12.300000,0.000000,0.102692,0.501350
5000,45.520000,12.120000,0.000000,0.106101,0.498022
