generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,37.260000,11.340000,0.225750,0.134958,0.427937
500,37.900000,13.040000,0.104294,0.099422,0.498058
1000,33.280000,13.140000,0.066971,0.103730,0.519249
1500,40.080000,12.340000,0.038898,0.105057,0.501595
2000,39.640000,12.100000,0.023140,0.112660,0.493584
2500,42.100000,12.280000,0.009772,0.104513,0.500886
3000,43.460000,12.340000,0.009724,0.108355,0.503394
3500,32.060000,12.680000,0.006309,0.096978,0.517565
4000,33.180000,12.360000,0.003236,0.103093,0.503997
4500,35.720000,12.100000,0.003306,0.110051,0.502434
5000,42.640000,11.660000,0.003431,0.109940,0.468587
