generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,45.000000,11.580000,0.234888,0.141550,0.422404
500,38.600000,12.380000,0.126010,0.116538,0.482037
1000,40.640000,12.240000,0.068627,0.116890,0.473777
1500,38.420000,12.440000,0.041801,0.105888,0.500862
2000,34.260000,12.240000,0.035948,0.112422,0.481903
2500,46.060000,12.060000,0.019900,0.106031,0.485911
3000,37.260000,12.640000,0.012658,0.099309,0.504549
3500,40.040000,12.080000,0.006623,0.112861,0.485872
4000,39.200000,12.220000,0.003273,0.104746,0.497072
4500,45.860000,12.380000,0.003231,0.101213,0.502107
5000,46.160000,12.260000,0.000000,0.103375,0.498677
