generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,32.360000,11.660000,0.212693,0.142104,0.429338
500,41.920000,12.980000,0.135593,0.115577,0.495148
1000,39.140000,12.940000,0.083462,0.111081,0.501169
1500,35.180000,12.160000,0.052632,0.097873,0.476441
2000,37.400000,11.760000,0.013605,0.118216,0.480584
2500,40.400000,12.180000,0.009852,0.100772,0.494253
3000,37.900000,12.480000,0.006410,0.101957,0.511303
3500,42.160000,11.920000,0.006711,0.079302,0.484031
4000,37.980000,12.220000,0.003273,0.113282,0.502781
4500,40.100000,12.660000,0.003160,0.076271,0.512903
5000,38.740000,12.040000,0.003322,0.113005,0.489351
