generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,40.960000,12.160000,0.250000,0.137483,0.434635
500,36.120000,12.620000,0.152139,0.120319,0.469573
1000,41.260000,13.460000,0.092125,0.104073,0.524805
1500,32.640000,12.580000,0.063593,0.110475,0.509941
2000,42.380000,12.700000,0.044094,0.108087,0.508156
2500,45.120000,12.340000,0.035656,0.109283,0.493842
3000,39.620000,12.820000,0.024961,0.095222,0.515676
3500,38.320000,12.860000,0.006221,0.090772,0.511049
4000,38.580000,12.240000,0.003268,0.104412,0.495713
4500,43.220000,12.540000,0.000000,0.104578,0.508011
5000,38.860000,12.340000,0.000000,0.095160,0.505539
