generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,43.420000,11.800000,0.244068,0.139701,0.415256
500,41.700000,12.540000,0.133971,0.127934,0.485393
1000,40.000000,13.200000,0.078788,0.107486,0.515279
1500,41.360000,12.900000,0.055814,0.097564,0.519491
2000,39.620000,12.200000,0.029508,0.100304,0.487384
2500,38.520000,11.860000,0.013491,0.105209,0.483892
3000,38.380000,12.380000,0.000000,0.103013,0.504921
3500,32.460000,12.600000,0.000000,0.101226,0.511298
4000,38.120000,12.860000,0.000000,0.101487,0.524160
4500,35.600000,12.940000,0.000000,0.092541,0.533671
5000,36.980000,12.200000,0.000000,0.095124,0.502456
