generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,36.720000,11.920000,0.251678,0.136051,0.417689
500,36.540000,13.200000,0.142424,0.117685,0.488138
1000,34.640000,12.900000,0.093023,0.111331,0.510728
1500,46.220000,13.340000,0.056972,0.098763,0.524840
2000,34.880000,13.340000,0.038981,0.089917,0.540776
2500,34.700000,13.160000,0.033435,0.099660,0.527020
3000,38.460000,12.560000,0.022293,0.109103,0.514501
3500,38.560000,12.280000,0.006515,0.098867,0.500986
4000,35.660000,12.040000,0.000000,0.101041,0.495751
4500,43.920000,12.320000,0.000000,0.104277,0.506562
5000,35.560000,12.020000,0.000000,0.103250,0.486785
