generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,38.900000,11.320000,0.233216,0.146008,0.401441
500,45.120000,12.760000,0.128527,0.122482,0.485443
1000,40.400000,12.420000,0.096618,0.118249,0.476033
1500,33.620000,12.460000,0.054575,0.114752,0.493472
2000,42.240000,11.960000,0.033445,0.096766,0.480928
2500,40.920000,12.760000,0.018809,0.097475,0.516766
3000,44.400000,12.300000,0.016260,0.109082,0.506491
3500,37.340000,12.560000,0.009554,0.095221,0.508578
4000,37.760000,11.960000,0.003344,0.109543,0.485164
4500,41.200000,11.980000,0.000000,0.109122,0.486712
5000,43.080000,12.400000,0.000000,0.090628,0.504081
