generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,33.720000,12.400000,0.293548,0.137184,0.432519
500,43.260000,13.260000,0.162896,0.119100,0.496892
1000,37.460000,12.620000,0.110935,0.112800,0.478251
1500,35.280000,12.640000,0.066456,0.120652,0.491800
2000,43.120000,12.340000,0.038898,0.100090,0.505506
2500,39.740000,12.040000,0.023256,0.111458,0.490599
3000,34.500000,11.760000,0.017007,0.114844,0.473067
3500,36.280000,12.260000,0.013051,0.086986,0.499380
4000,38.540000,12.200000,0.006557,0.100093,0.496020
4500,37.000000,12.500000,0.006400,0.100406,0.502900
5000,33.440000,12.960000,0.003086,0.094719,0.534174
