generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,38.780000,11.740000,0.241908,0.143000,0.428244
500,35.800000,13.160000,0.139818,0.111582,0.494673
1000,38.420000,13.200000,0.084848,0.107506,0.515805
1500,41.520000,12.640000,0.060127,0.106801,0.498946
2000,46.220000,13.060000,0.049005,0.098064,0.515997
2500,39.780000,12.380000,0.035541,0.098139,0.501276
3000,36.340000,12.060000,0.016584,0.100955,0.484299
3500,45.780000,11.980000,0.006678,0.114433,0.476820
4000,43.900000,11.520000,0.000000,0.115694,0.468677
4500,36.820000,12.200000,0.000000,0.096082,0.492703
5000,41.940000,12.320000,0.000000,0.098897,0.501149
