generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,38.000000,11.740000,0.258944,0.142472,0.417106
500,36.180000,12.460000,0.131621,0.123301,0.476051
1000,33.780000,13.460000,0.068351,0.105192,0.524084
1500,31.940000,13.580000,0.038292,0.096253,0.545596
2000,44.680000,12.900000,0.015504,0.093433,0.531271
2500,38.660000,12.140000,0.009885,0.115595,0.488854
3000,39.580000,12.340000,0.006483,0.099608,0.495656
3500,35.780000,12.380000,0.006462,0.107900,0.493991
4000,39.940000,12.700000,0.006299,0.100583,0.513777
4500,44.700000,12.320000,0.003247,0.108291,0.497395
5000,37.560000,12.840000,0.000000,0.092697,0.523916
