generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,40.880000,11.440000,0.227273,0.137829,0.420047
500,36.900000,12.560000,0.136943,0.116804,0.477697
1000,35.420000,12.560000,0.085987,0.112209,0.483713
1500,32.300000,12.640000,0.050633,0.099996,0.497977
2000,35.960000,12.320000,0.032468,0.110702,0.488280
2500,33.300000,12.640000,0.018987,0.108001,0.512605
3000,36.840000,12.740000,0.009419,0.093185,0.513060
3500,44.920000,12.480000,0.003205,0.111499,0.509917
4000,35.000000,12.480000,0.000000,0.099530,0.506604
4500,39.640000,12.040000,0.000000,0.105140,0.495730
5000,46.600000,11.940000,0.000000,0.100813,0.486411
