generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,35.580000,11.840000,0.270270,0.145470,0.420555
500,40.440000,12.660000,0.176935,0.120336,0.470250
1000,30.660000,12.340000,0.103728,0.116968,0.478176
1500,34.420000,13.060000,0.055130,0.106087,0.509890
2000,35.400000,12.900000,0.037209,0.106266,0.511046
2500,34.160000,12.220000,0.029460,0.099677,0.488274
3000,34.240000,12.140000,0.016474,0.094073,0.489968
3500,39.720000,12.540000,0.009569,0.095408,0.509542
4000,34.680000,12.120000,0.006601,0.107070,0.487199
4500,35.020000,11.760000,0.003401,0.106546,0.473239
5000,32.360000,11.720000,0.003413,0.103285,0.475511
