generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,37.480000,11.480000,0.243902,0.140611,0.397667
500,41.540000,11.920000,0.114094,0.117375,0.452158
1000,44.560000,12.140000,0.069193,0.111694,0.467953
1500,36.800000,12.360000,0.029126,0.113982,0.500138
2000,37.620000,12.120000,0.023102,0.113901,0.487497
2500,41.700000,12.620000,0.009509,0.098916,0.510099
3000,39.220000,12.320000,0.003247,0.096508,0.502424
3500,42.840000,12.020000,0.000000,0.101312,0.492715
4000,34.160000,12.260000,0.000000,0.096805,0.490931
4500,35.640000,12.640000,0.000000,0.084861,0.519972
5000,32.420000,11.800000,0.000000,0.102412,0.475900
