generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,39.020000,12.080000,0.268212,0.139494,0.420792
500,33.040000,12.880000,0.139752,0.119987,0.492292
1000,37.260000,12.940000,0.071097,0.108121,0.514550
1500,42.020000,12.560000,0.031847,0.088974,0.499465
2000,42.220000,12.060000,0.019900,0.113346,0.487247
2500,38.000000,12.180000,0.013136,0.096575,0.485254
3000,37.560000,12.480000,0.009615,0.093949,0.499237
3500,38.720000,12.440000,0.009646,0.096090,0.506486
4000,43.460000,12.460000,0.006421,0.097938,0.499139
4500,38.580000,12.260000,0.006525,0.094780,0.508692
5000,39.920000,12.420000,0.003221,0.104538,0.513783
