generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,36.800000,11.300000,0.215929,0.148975,0.414326
500,37.300000,12.520000,0.095847,0.118965,0.482694
1000,45.060000,12.440000,0.057878,0.102100,0.498711
1500,36.580000,12.780000,0.040689,0.097892,0.512684
2000,42.280000,12.700000,0.025197,0.086975,0.516256
2500,34.480000,12.500000,0.012800,0.101149,0.507650
3000,30.800000,12.220000,0.006547,0.101599,0.498424
3500,47.240000,11.920000,0.006711,0.110264,0.478577
4000,42.720000,12.440000,0.003215,0.101094,0.509049
4500,43.740000,12.920000,0.003096,0.101378,0.527385
5000,33.640000,12.440000,0.000000,0.104966,0.502124
