generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,48.240000,11.460000,0.230366,0.145526,0.411753
500,37.040000,12.760000,0.122257,0.110638,0.485641
1000,38.240000,12.480000,0.060897,0.109577,0.494512
1500,39.360000,12.760000,0.043887,0.094699,0.502688
2000,40.900000,12.480000,0.032051,0.110612,0.494736
2500,34.880000,12.300000,0.022764,0.107404,0.488474
3000,44.420000,12.360000,0.016181,0.106516,0.496939
3500,43.900000,12.700000,0.009449,0.095065,0.516306
4000,36.840000,12.020000,0.006656,0.102032,0.482875
4500,39.300000,12.440000,0.006431,0.102776,0.504285
5000,35.720000,12.040000,0.003322,0.096181,0.495309
