generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,44.940000,11.780000,0.230900,0.135891,0.426967
500,37.260000,12.960000,0.132716,0.119067,0.485517
1000,40.300000,12.820000,0.081123,0.098962,0.496691
1500,38.960000,12.180000,0.055829,0.102854,0.476152
2000,41.520000,11.880000,0.043771,0.118929,0.471168
2500,42.280000,12.420000,0.022544,0.096149,0.492701
3000,36.740000,12.320000,0.016234,0.106977,0.495586
3500,43.140000,11.600000,0.006897,0.111580,0.482310
4000,36.560000,12.280000,0.003257,0.103716,0.511168
4500,40.860000,12.760000,0.003135,0.089978,0.518068
5000,45.760000,12.180000,0.003284,0.101572,0.499175
