generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,36.820000,11.140000,0.186715,0.135551,0.401700
500,44.540000,12.740000,0.113030,0.117164,0.488600
1000,30.020000,12.400000,0.080645,0.112427,0.486189
1500,36.480000,13.380000,0.047833,0.101607,0.529295
2000,41.100000,13.340000,0.017991,0.083487,0.530352
2500,40.400000,12.900000,0.015504,0.106125,0.526342
3000,38.360000,12.780000,0.012520,0.095257,0.512772
3500,39.360000,13.160000,0.006079,0.094951,0.534789
4000,47.980000,13.040000,0.006135,0.097020,0.537351
4500,36.460000,12.800000,0.003125,0.090865,0.511893
5000,36.880000,12.900000,0.003101,0.095387,0.531864
