generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,36.600000,11.900000,0.231933,0.134899,0.417944
500,33.520000,13.180000,0.112291,0.110195,0.502116
1000,39.660000,13.020000,0.067588,0.107003,0.509041
1500,34.340000,12.840000,0.040498,0.113553,0.513893
2000,34.160000,12.660000,0.025276,0.101978,0.498293
2500,33.620000,12.160000,0.019737,0.086291,0.491745
3000,35.280000,12.440000,0.009646,0.092533,0.512491
3500,39.940000,12.560000,0.009554,0.107579,0.508744
4000,39.640000,12.200000,0.003279,0.103917,0.501276
4500,31.240000,12.320000,0.003247,0.097860,0.500034
5000,34.680000,12.400000,0.003226,0.104871,0.509290
