generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,34.000000,11.880000,0.252525,0.134577,0.419578
500,38.000000,12.400000,0.116129,0.114153,0.475489
1000,34.340000,12.980000,0.080123,0.105205,0.509701
1500,39.760000,12.760000,0.037618,0.109825,0.498850
2000,42.220000,12.360000,0.016181,0.114906,0.499145
2500,31.340000,12.300000,0.009756,0.106998,0.497417
3000,41.180000,12.060000,0.006633,0.103030,0.492186
3500,41.900000,12.020000,0.003328,0.105570,0.484347
4000,32.300000,12.280000,0.000000,0.108391,0.495332
4500,43.780000,12.540000,0.000000,0.105072,0.513081
5000,38.320000,11.940000,0.000000,0.098035,0.489075
