generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,34.480000,11.600000,0.231034,0.145893,0.416456
500,43.600000,12.800000,0.112500,0.115641,0.491479
1000,33.140000,12.820000,0.078003,0.107059,0.500673
1500,40.120000,13.200000,0.039394,0.096030,0.527968
2000,40.560000,13.260000,0.021116,0.098923,0.535147
2500,37.640000,12.480000,0.009615,0.101755,0.504258
3000,40.400000,12.240000,0.006536,0.097832,0.493063
3500,33.380000,12.260000,0.006525,0.098209,0.495100
4000,36.460000,12.520000,0.003195,0.100658,0.512411
4500,37.660000,12.240000,0.003268,0.098385,0.491372
5000,32.400000,12.560000,0.003185,0.110422,0.509419
