generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,36.320000,11.880000,0.269360,0.138967,0.424687
500,35.000000,13.300000,0.135338,0.115082,0.499900
1000,40.840000,13.160000,0.079027,0.105894,0.514828
1500,37.660000,12.360000,0.051780,0.110214,0.499231
2000,36.320000,11.780000,0.030560,0.114042,0.462915
2500,37.560000,11.960000,0.010033,0.099077,0.490439
3000,40.020000,12.120000,0.006601,0.109944,0.489481
3500,38.700000,12.300000,0.006504,0.106504,0.506290
4000,35.440000,12.240000,0.006536,0.104937,0.502643
4500,40.620000,12.580000,0.000000,0.093213,0.509401
5000,40.820000,12.320000,0.000000,0.107387,0.503929
