generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,42.980000,12.220000,0.261866,0.135638,0.435646
500,41.920000,12.160000,0.167763,0.126378,0.456516
1000,38.360000,12.840000,0.071651,0.104873,0.510388
1500,44.640000,13.080000,0.051988,0.099185,0.514459
2000,42.880000,12.560000,0.035032,0.087279,0.499732
2500,40.960000,12.440000,0.025723,0.093158,0.497192
3000,39.140000,12.600000,0.015873,0.108873,0.504341
3500,39.040000,12.720000,0.009434,0.098640,0.517604
4000,38.880000,12.360000,0.006472,0.112291,0.501654
4500,37.580000,12.480000,0.003205,0.104837,0.512109
5000,41.800000,12.160000,0.003289,0.097660,0.490641
