generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,37.920000,12.580000,0.254372,0.143648,0.461616
500,44.000000,13.460000,0.139673,0.110195,0.510759
1000,38.500000,12.980000,0.083205,0.107166,0.512002
1500,38.680000,12.580000,0.028617,0.114177,0.508552
2000,29.640000,12.420000,0.019324,0.094828,0.498378
2500,43.580000,12.280000,0.016287,0.105554,0.496032
3000,34.220000,12.780000,0.015649,0.095186,0.518627
3500,41.140000,12.740000,0.009419,0.101366,0.508572
4000,40.740000,12.580000,0.009539,0.102000,0.509349
4500,30.260000,12.120000,0.006601,0.097805,0.485427
5000,32.920000,12.680000,0.000000,0.095265,0.512172
