generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,36.820000,11.540000,0.235702,0.140303,0.405261
500,43.220000,12.300000,0.123577,0.124233,0.471373
1000,38.300000,12.580000,0.057234,0.097667,0.502388
1500,39.940000,12.500000,0.035200,0.109628,0.504802
2000,40.080000,11.880000,0.023569,0.116658,0.478139
2500,40.560000,11.840000,0.016892,0.112079,0.477622
3000,39.040000,11.520000,0.010417,0.117703,0.475664
3500,38.340000,11.540000,0.010399,0.096515,0.468067
4000,43.680000,12.380000,0.006462,0.089173,0.509392
4500,41.740000,12.260000,0.003263,0.090078,0.502715
5000,42.900000,12.900000,0.003101,0.096185,0.531394
