generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,43.980000,11.300000,0.247788,0.151071,0.403111
500,36.120000,12.200000,0.144262,0.120069,0.459223
1000,37.900000,12.680000,0.082019,0.099696,0.496183
1500,30.760000,12.360000,0.042071,0.112888,0.483054
2000,37.860000,12.700000,0.022047,0.101937,0.514497
2500,39.680000,12.520000,0.015974,0.107276,0.500233
3000,37.660000,13.120000,0.009146,0.089755,0.532510
3500,39.420000,13.100000,0.009160,0.093495,0.523678
4000,38.380000,12.320000,0.006494,0.096835,0.490709
4500,39.240000,11.980000,0.003339,0.102025,0.483149
5000,34.700000,12.320000,0.000000,0.099705,0.500538
