generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,31.440000,10.780000,0.233766,0.156768,0.396239
500,44.260000,11.560000,0.141869,0.130083,0.431381
1000,38.960000,12.320000,0.077922,0.120553,0.481837
1500,38.400000,12.640000,0.053797,0.114233,0.498681
2000,42.360000,12.340000,0.038898,0.109369,0.488104
2500,38.260000,12.600000,0.028571,0.098366,0.498008
3000,42.220000,12.420000,0.016103,0.098384,0.501983
3500,41.400000,12.400000,0.009677,0.093487,0.514002
4000,42.060000,11.720000,0.000000,0.113320,0.482250
4500,41.760000,11.620000,0.000000,0.109194,0.474246
5000,36.260000,11.860000,0.000000,0.125494,0.485510
