generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,40.140000,11.560000,0.235294,0.143536,0.429572
500,39.120000,12.560000,0.101911,0.111996,0.496633
1000,41.460000,12.300000,0.065041,0.108439,0.490999
1500,38.480000,12.420000,0.035427,0.102719,0.491841
2000,35.940000,12.960000,0.024691,0.105841,0.518913
2500,39.260000,12.600000,0.009524,0.103526,0.507356
3000,39.880000,12.100000,0.003306,0.098254,0.485626
3500,37.820000,12.160000,0.003289,0.094720,0.503727
4000,38.260000,12.060000,0.000000,0.105681,0.486390
4500,40.720000,11.580000,0.000000,0.087055,0.472787
5000,37.760000,12.260000,0.000000,0.100300,0.495750
