generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,37.700000,11.520000,0.229167,0.141995,0.414536
500,36.800000,12.780000,0.122066,0.116811,0.490987
1000,37.560000,12.760000,0.078370,0.111514,0.499148
1500,37.320000,13.000000,0.040000,0.104711,0.516693
2000,36.100000,13.140000,0.021309,0.089026,0.531060
2500,33.180000,12.740000,0.015699,0.101924,0.515394
3000,34.980000,12.200000,0.006557,0.098851,0.490875
3500,30.440000,11.840000,0.006757,0.112842,0.483224
4000,33.580000,12.420000,0.006441,0.097522,0.511679
4500,36.100000,11.980000,0.003339,0.112235,0.489088
5000,37.900000,13.060000,0.003063,0.096183,0.540000
