generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,35.900000,12.040000,0.255814,0.140123,0.430277
500,41.720000,12.600000,0.165079,0.120062,0.470575
1000,39.100000,13.320000,0.096096,0.107442,0.512634
1500,40.380000,13.240000,0.060423,0.105237,0.522038
2000,36.720000,12.800000,0.043750,0.100446,0.513884
2500,40.000000,12.700000,0.028346,0.099618,0.507993
3000,42.560000,12.580000,0.015898,0.095914,0.507297
3500,43.680000,12.440000,0.012862,0.108835,0.500840
4000,36.640000,12.800000,0.009375,0.096307,0.528157
4500,37.800000,12.780000,0.000000,0.094581,0.521690
5000,42.400000,12.460000,0.000000,0.105876,0.518543
