generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,33.760000,11.600000,0.255172,0.142933,0.414976
500,40.140000,13.200000,0.133333,0.104967,0.500034
1000,41.660000,13.200000,0.069697,0.104657,0.515797
1500,46.120000,13.020000,0.039939,0.103701,0.526025
2000,36.780000,12.400000,0.012903,0.100805,0.509063
2500,37.360000,12.600000,0.012698,0.103492,0.506547
3000,45.300000,11.700000,0.010256,0.108506,0.472252
3500,37.680000,11.840000,0.010135,0.114147,0.481993
4000,40.120000,12.420000,0.006441,0.097579,0.505079
4500,45.020000,12.340000,0.003241,0.089719,0.499832
5000,40.600000,12.040000,0.003322,0.093474,0.495773
