generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,48.520000,12.000000,0.216667,0.137357,0.443608
500,32.680000,13.160000,0.136778,0.111863,0.497078
1000,33.400000,13.620000,0.082232,0.091859,0.543540
1500,43.240000,12.700000,0.050394,0.101843,0.492249
2000,42.000000,12.960000,0.037037,0.099241,0.515060
2500,40.940000,12.680000,0.015773,0.107966,0.513372
3000,42.340000,12.360000,0.012945,0.088914,0.490709
3500,44.520000,12.580000,0.006359,0.095334,0.510240
4000,41.380000,12.320000,0.000000,0.096047,0.502353
4500,40.000000,12.140000,0.000000,0.102385,0.495833
5000,40.080000,12.680000,0.000000,0.102633,0.513527
