generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,39.100000,12.360000,0.249191,0.133269,0.434048
500,33.860000,12.680000,0.141956,0.125716,0.477067
1000,33.780000,12.540000,0.079745,0.116720,0.483406
1500,38.280000,12.140000,0.056013,0.112090,0.481084
2000,35.060000,12.680000,0.034700,0.107732,0.515438
2500,33.640000,13.040000,0.027607,0.100511,0.538943
3000,33.020000,12.560000,0.012739,0.094627,0.512679
3500,33.980000,12.500000,0.006400,0.099773,0.511393
4000,35.460000,12.620000,0.003170,0.103099,0.506801
4500,41.680000,12.220000,0.003273,0.100385,0.491756
5000,38.960000,12.040000,0.003322,0.103618,0.487140
