generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,37.100000,11.020000,0.196007,0.144095,0.412958
500,43.380000,12.280000,0.110749,0.120698,0.468064
1000,35.360000,12.280000,0.074919,0.115038,0.477964
1500,39.940000,12.540000,0.028708,0.113051,0.496933
2000,35.440000,12.360000,0.019417,0.099568,0.493390
2500,36.000000,12.120000,0.016502,0.105980,0.483425
3000,37.240000,12.020000,0.009983,0.110061,0.480327
3500,42.740000,12.320000,0.006494,0.106385,0.498613
4000,41.980000,12.360000,0.003236,0.102532,0.497004
4500,42.860000,12.240000,0.000000,0.083255,0.501995
5000,44.340000,12.540000,0.000000,0.097013,0.517241
