generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,44.060000,11.940000,0.244556,0.125700,0.421849
500,41.580000,12.680000,0.129338,0.106065,0.483078
1000,40.480000,12.300000,0.071545,0.115877,0.487456
1500,36.240000,12.680000,0.050473,0.099187,0.500939
2000,38.800000,12.520000,0.025559,0.103284,0.505913
2500,42.340000,12.340000,0.009724,0.090852,0.514527
3000,41.880000,12.540000,0.006380,0.101034,0.512425
3500,39.040000,12.780000,0.003130,0.094562,0.506319
4000,45.300000,12.060000,0.000000,0.107657,0.482951
4500,37.560000,11.880000,0.000000,0.099589,0.480721
5000,42.320000,11.500000,0.000000,0.111708,0.472224
