generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,43.740000,11.540000,0.256499,0.139587,0.409972
500,38.340000,12.400000,0.132258,0.121084,0.460126
1000,38.740000,12.860000,0.068429,0.108718,0.502054
1500,44.040000,13.180000,0.042489,0.097747,0.521940
2000,38.560000,12.700000,0.037795,0.100366,0.515916
2500,42.440000,12.600000,0.025397,0.103972,0.510422
3000,36.020000,12.520000,0.006390,0.103924,0.499438
3500,38.140000,12.820000,0.003120,0.093242,0.520347
4000,41.440000,12.320000,0.000000,0.100330,0.498213
4500,35.460000,11.660000,0.000000,0.108841,0.480316
5000,36.960000,11.600000,0.000000,0.104206,0.465631
