generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,40.660000,11.660000,0.271012,0.141468,0.409885
500,42.580000,13.300000,0.174436,0.112175,0.500931
1000,35.980000,13.600000,0.105882,0.107980,0.532228
1500,30.980000,13.100000,0.058015,0.112296,0.513428
2000,36.020000,11.980000,0.050083,0.108184,0.468624
2500,32.360000,12.140000,0.036244,0.107378,0.480503
3000,39.960000,12.480000,0.025641,0.094514,0.497039
3500,38.980000,12.460000,0.019262,0.105581,0.502242
4000,36.340000,12.320000,0.006494,0.102311,0.500476
4500,40.080000,12.340000,0.006483,0.119863,0.498541
5000,36.140000,12.400000,0.003226,0.100462,0.504557
