generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,42.840000,11.140000,0.193896,0.141617,0.405095
500,39.100000,12.200000,0.095082,0.118550,0.462067
1000,38.580000,12.140000,0.052718,0.108244,0.479445
1500,34.020000,12.140000,0.039539,0.107962,0.479174
2000,35.600000,12.380000,0.019386,0.103928,0.502981
2500,43.160000,12.000000,0.010000,0.107719,0.479258
3000,37.880000,12.440000,0.006431,0.111302,0.505882
3500,33.320000,12.620000,0.006339,0.082335,0.518285
4000,37.760000,12.560000,0.000000,0.098768,0.509702
4500,40.720000,12.500000,0.000000,0.097560,0.509988
5000,42.960000,12.160000,0.000000,0.103161,0.486047
