generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,41.760000,11.480000,0.219512,0.143979,0.405789
500,35.680000,13.080000,0.113150,0.112235,0.513321
1000,41.160000,12.840000,0.062305,0.113152,0.509015
1500,34.960000,12.520000,0.041534,0.105813,0.497221
2000,38.540000,12.040000,0.026578,0.116537,0.481074
2500,40.140000,12.480000,0.016026,0.093773,0.504099
3000,34.580000,12.140000,0.009885,0.101637,0.490561
3500,36.340000,11.780000,0.006791,0.111915,0.476290
4000,33.340000,12.480000,0.003205,0.100156,0.501526
4500,46.340000,12.140000,0.003295,0.094663,0.491619
5000,36.700000,12.300000,0.003252,0.106425,0.493441
