generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,44.700000,11.860000,0.215852,0.136840,0.428220
500,37.400000,13.180000,0.115326,0.114109,0.501825
1000,34.140000,13.320000,0.072072,0.103167,0.517519
1500,38.680000,12.320000,0.035714,0.115685,0.499408
2000,37.920000,11.820000,0.020305,0.104450,0.485350
2500,33.100000,12.320000,0.019481,0.105683,0.502395
3000,42.820000,11.860000,0.016863,0.102436,0.467963
3500,34.620000,12.360000,0.006472,0.105355,0.504739
4000,35.200000,12.020000,0.003328,0.108603,0.488764
4500,33.480000,12.260000,0.003263,0.103057,0.492580
5000,40.060000,12.160000,0.000000,0.104429,0.497584
