generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,36.240000,11.360000,0.246479,0.143435,0.389420
500,39.980000,11.740000,0.132879,0.132580,0.449335
1000,46.480000,12.760000,0.053292,0.109028,0.502732
1500,30.080000,12.960000,0.043210,0.091032,0.515488
2000,44.580000,12.360000,0.032362,0.106263,0.495192
2500,36.580000,12.260000,0.019576,0.097154,0.495367
3000,46.560000,12.680000,0.006309,0.103891,0.516593
3500,41.540000,12.340000,0.003241,0.111300,0.504083
4000,38.820000,12.380000,0.000000,0.096533,0.501370
4500,37.360000,12.240000,0.000000,0.093050,0.494463
5000,36.000000,11.920000,0.000000,0.109438,0.488773
