generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,37.420000,11.400000,0.245614,0.146339,0.397676
500,44.820000,12.620000,0.120444,0.123268,0.484503
1000,34.560000,13.100000,0.067176,0.110408,0.515194
1500,32.060000,12.920000,0.040248,0.104615,0.512812
2000,33.920000,12.080000,0.023179,0.116622,0.485069
2500,40.420000,12.280000,0.006515,0.064495,0.505858
3000,35.540000,12.140000,0.003295,0.106543,0.497144
3500,32.720000,12.240000,0.000000,0.089516,0.505770
4000,38.120000,12.200000,0.000000,0.106927,0.490379
4500,43.540000,12.100000,0.000000,0.103888,0.489491
5000,33.040000,12.160000,0.000000,0.098272,0.492901
