generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,32.760000,11.800000,0.230508,0.139878,0.425580
500,33.960000,12.380000,0.119548,0.118408,0.466352
1000,42.100000,12.520000,0.083067,0.116028,0.486446
1500,39.740000,12.700000,0.047244,0.111473,0.505452
2000,36.520000,12.520000,0.025559,0.113086,0.514492
2500,32.940000,12.560000,0.012739,0.100216,0.511937
3000,28.400000,12.620000,0.012678,0.099755,0.510310
3500,29.980000,12.560000,0.009554,0.095276,0.502486
4000,39.340000,12.320000,0.006494,0.099897,0.498370
4500,42.580000,12.780000,0.006260,0.108766,0.516278
5000,41.940000,12.820000,0.006240,0.097562,0.517150
